article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
100486792,Post War Reconstruction. NEWS AND VIEWS,429,The Cessnock Eagle and South Maitland Recorder (NSW : 1913 - 1954),5,1948-05-14,Article,897,N,0,When the war ended re-establishment and rehablitation problems were red hot news and they received a good deal of public attention. To-day we,https://nla.gov.au/nla.news-article100486792,http://trove.nla.gov.au/newspaper/page/10627816
100528429,"THE BENDIGO ADVERTISER (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS AND OUR RESOURCES BENDIGO, TUESDAY, JUNE 28, 1910. FEDERAL PARLIAMENT.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1910-06-28,Article,2255,N,0,"The fourth Federal Parliament will be opened this week. The Labor caucus was held last week, and the programme which has been endorsed by the caucus for",https://nla.gov.au/nla.news-article100528429,http://trove.nla.gov.au/newspaper/page/9231460
100528953,"BANQUET TO MR. CULLEN, M.L.A. LARGE GATHERING AT LAKE CHARM. INTERESTING SPEECHES. Kerang, 31st March.",346,Bendigo Advertiser (Vic. : 1855 - 1918),6,1910-04-01,Article,1095,N,0,"A complimentary banquet was tendered to Mr. John Cullen, M.L.A. for Gunbower, at Lake Charm by his constituents in that district this evening. It was attended by",https://nla.gov.au/nla.news-article100528953,http://trove.nla.gov.au/newspaper/page/9230850
100530353,"INTERNATIONAL CABLES. (REUTER'S AGENCY.) NEW SOUTH WALES IMMIGRANTS. DANISH WARNING EXPLAINED. CONSULS IN AUSTRALIA RESPONSIBLE. LONDON, 11th April.",346,Bendigo Advertiser (Vic. : 1855 - 1918),7,1910-04-13,Article,103,N,0,"The Danish Minister to Great Britain (M. Bran) has explained to Mr Cogian, Agent-General for New South Wales, that the recent warning issued by the Danish",https://nla.gov.au/nla.news-article100530353,http://trove.nla.gov.au/newspaper/page/9230933
10056182,FEDERAL ELECTION.,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",6,1910-03-16,Article,1374,N,0,"Nominations close March 16. Polling day, April 13. MR. M. W. SIMMONS AT MOONAH. Mr Simmons addressed a meeting of",https://nla.gov.au/nla.news-article10056182,http://trove.nla.gov.au/newspaper/page/876543
100564616,WERRIWA ELECTION. ADDRESSES BY MESSRS WATSON AND HALL,367,Goulburn Herald (NSW : 1881 - 1907),2,1906-11-30,Article,2982,N,0,"LAST evening the hall of the Mechanics' Institute was well filled with electors (both male and female), to hear an address from Mr. Watson, leader of the Socialistic party,",https://nla.gov.au/nla.news-article100564616,http://trove.nla.gov.au/newspaper/page/9697369
10056686,"The Mercury. HOBART: MON., MARCH 21, 1910. EPITOME OF NEWS.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",4,1910-03-21,Article,428,N,0,St. Patrick's Day sports held on the upper Cricket ground on Saturday. Eight-oar test race on Saturday was Won by the Southern crew.,https://nla.gov.au/nla.news-article10056686,http://trove.nla.gov.au/newspaper/page/876676
10056727,"AUSTRALIAN IMMIGRATION. DANISH GOVERNMENT'S WARNING. RESENTED BY MR. WADE. SYDNEY, March 20.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,1910-03-21,Article,289,N,0,The Premier (Mr. Deakin) has received from the Agent-General the text of the warning issued by the Danish Government against immigration.,https://nla.gov.au/nla.news-article10056727,http://trove.nla.gov.au/newspaper/page/876680
100573034,"BRITISH POLICY IN SHORT : ''NEVER AGAIN'' German System of Trader Spies Which Must Not Be Tolerated COUNTRY THAT ADMITS AN ENEMY We Shall Have to Defeat a German Business Invasion of Lose the Freedom We Have Fought for on the Field """,359,"The Globe and Sunday Times War Pictorial (Sydney, NSW : 1914 - 1917)",14,1916-01-15,Article,3484,N,0,"MR. BLATCHFORD is one among the publicists of Britain who see the menace of German trade with the Motherland and the Dependencies. He says: ""I believe that In this and several of the European countries the deadly danger of the German system of commercial and political permeation is not",https://nla.gov.au/nla.news-article100573034,http://trove.nla.gov.au/newspaper/page/9467441
100574765,BEARING OF IMMIGRATION ON THE RED PLAGUE Statistics Showing its Prevalence in Other Parts of the World FIRST AUSTRALIAN STATE TO PASS PROTECTIVE LEGISLATION,359,"The Globe and Sunday Times War Pictorial (Sydney, NSW : 1914 - 1917)",23,1916-04-22,Article,2435,N,0,"The Act of Western Australia Compels Sufferers to Seek Expert Medical Advice, and Cases Must be ""Notified"" To Western Australia attaches the credit of being the first State of the Commonwealth",https://nla.gov.au/nla.news-article100574765,http://trove.nla.gov.au/newspaper/page/9467768
100593697,"GENERAL CABLE NEWS. LONDON, January 4.",436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),34,1904-01-08,Article,812,N,0,"The number of British immigrants who arrived in Canada in 1903 was 62,000. The death is announced from Paris, at the age of 83, of the Princess Mathilde Bonaparte.",https://nla.gov.au/nla.news-article100593697,http://trove.nla.gov.au/newspaper/page/10828038
100596819,VICTORIAN NOTES.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),15,1904-12-30,Article,3844,N,0,"A little wholesome self-examination at the close of the old year, is profitable to communities, as well as to individuals, for the mistakes we have made are often",https://nla.gov.au/nla.news-article100596819,http://trove.nla.gov.au/newspaper/page/10830069
100601423,GENERAL NEWS. Victorian Notes.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),14,1904-11-11,Article,4198,N,0,"The refusal of tho Federal High Court to grant leave to appeal in the income tax has aroused a good deal of adverse criticism, and not a little unfavourable",https://nla.gov.au/nla.news-article100601423,http://trove.nla.gov.au/newspaper/page/10829788
100604471,NOTES ON CURRENT EVENTS.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),22,1902-01-10,Article,5306,N,0,"Some musicians who got loose on New Year's Eve, and travelled about the town discoursing music which towards the small hours got considerably mixed, met with a",https://nla.gov.au/nla.news-article100604471,http://trove.nla.gov.au/newspaper/page/10835494
100604524,"GENERAL GABLE NEWS. LONDON, January 6.",436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),35,1902-01-10,Article,1174,N,0,"At his New Year's Day reception at Washington, President Roosevelt shook hands with 8000 persons. The Admiralty is conducting tests on",https://nla.gov.au/nla.news-article100604524,http://trove.nla.gov.au/newspaper/page/10835507
10061234,BISMARCK AGRICULTURAL SOCIETY. THE ANNUAL SHOW. SPLENDID EXHIBITIONS OF FRUIT. SPEECH BY THE GOVERNOR.,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",8,1910-05-05,Article,2646,N,1,The fifteenth annual show of the Bismarck Agricultural Society was held at Bismarck yesterday. The weather was cold and threatening early in the,https://nla.gov.au/nla.news-article10061234,http://trove.nla.gov.au/newspaper/page/878062
100650648,MELBOURNE LETTER.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),14,1905-11-17,Article,2927,N,0,"The wholesale abandonment of vital legislative measures is a striking commentary upon the sincerity and efficiency of the Deakin Ministry. ""Thou shalt bo king, and",https://nla.gov.au/nla.news-article100650648,http://trove.nla.gov.au/newspaper/page/10845925
100655156,MELBOURNE LETTER.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),26,1905-09-08,Article,4139,N,0,"The slow progress of public business, and the repeated ""scenes in Parliament"" during the past fortnight, have revived the old complaint that Federal Ministers have",https://nla.gov.au/nla.news-article100655156,http://trove.nla.gov.au/newspaper/page/10845537
100656574,MELBOURNE LETTER.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),14,1905-10-13,Article,4130,N,0,"The tangle of politics, and the injury to the body politic which is resulting from the evil of superabundant legislative interference are viewed with concern by",https://nla.gov.au/nla.news-article100656574,http://trove.nla.gov.au/newspaper/page/10845725
100674395,MELBOURNE LETTER.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),26,1906-07-27,Article,3815,N,0,"The event of the week in the Federal Representatives has been the vigorous and outspoken attack upon the High Court judges by the Tasmanian members,",https://nla.gov.au/nla.news-article100674395,http://trove.nla.gov.au/newspaper/page/10851569
100676330,INTERCOLONIAL. The Settlers for Australia.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),32,1906-09-14,Article,543,N,0,"Mr. August Larsen writes to the Immigration League:—""In nearly all publications inviting people to settle in the colonies, the following phrase can be seen, 'What we want",https://nla.gov.au/nla.news-article100676330,http://trove.nla.gov.au/newspaper/page/10851868
100685845,MELBOURNE LETTER.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),14,1906-05-11,Article,3884,N,0,"The plans and policies of the three Federal political leaders are now before the people of Australia, in their main features at all events. It is possible, of course",https://nla.gov.au/nla.news-article100685845,http://trove.nla.gov.au/newspaper/page/10851113
100698901,NOTES ON CURRENT EVENTS.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),26,1910-08-19,Article,2249,N,0,A colonial agent for immigration announces that his efforts to attract Danish farmers has been without success. Owing to the great prosperity of Denmark and,https://nla.gov.au/nla.news-article100698901,http://trove.nla.gov.au/newspaper/page/10903305
100765835,LETTER.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),31,1908-08-21,Article,3304,N,0,"The celebrations in honour of the visit of America's ""Fighting Fleet"" leave nothing to be desired, either in Melbourne or Sydney; and we may depend upon it rivalry",https://nla.gov.au/nla.news-article100765835,http://trove.nla.gov.au/newspaper/page/10910906
10079180,TRADE AND FINANCE.,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",2,1910-10-17,Article,1431,N,0,"Two steamers recently brought to Liverpool [?]0,00 frozen Chinese pigs, 23,000 cases eggs, and 15,000 boxes of ducks, snipe, and poultry.",https://nla.gov.au/nla.news-article10079180,http://trove.nla.gov.au/newspaper/page/877731
100809259,Our Sydney Letter TROUBLE IN U.A.P.,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),5,1938-07-08,Article,1046,N,0,"The growing dissatisfaction in the ranks of the U.A.P. mentioned some time ago in this column, appears to be coming to a head. Cabinet",https://nla.gov.au/nla.news-article100809259,http://trove.nla.gov.au/newspaper/page/10710030
100810378,Our Sydney Letter THE POLITICAL PENDULUM,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),6,1938-07-15,Article,2275,N,0,Strange the swing of the political pendulum. Not so long ago the State U.A.P. was a model of unity with a seeming mortgage on the,https://nla.gov.au/nla.news-article100810378,http://trove.nla.gov.au/newspaper/page/10710043
10085207,"NEWS OF THE DAY, STATE PARLIAMENT.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",4,1910-12-13,Article,3074,N,1,"Both Houses of the State Parliament will meet this evening, and hopes are entertained of completing the business of the session this week. In the Legislative",https://nla.gov.au/nla.news-article10085207,http://trove.nla.gov.au/newspaper/page/879375
100864431,Colonial Dairy Produce.,361,"The Kiama Independent, and Shoalhaven Advertiser (NSW : 1863 - 1947)",2,1896-11-19,Article,688,N,0,"MESSRS. WEDDELL AND Co., London report on October 9th last as follows:— Butter.—The wet weather mentioned in our last report gradually increased in area",https://nla.gov.au/nla.news-article100864431,http://trove.nla.gov.au/newspaper/page/9432595
100889681,MONTH TO FIND TWO HUSBANDS.,423,"Leader (Orange, NSW : 1899 - 1945)",4,1913-06-23,Article,198,N,0,"Much amusement was caused at tht immigration station at Ellis Island, on May 16th, by the urgent petition of two pretty blue-eyed Danish girls,",https://nla.gov.au/nla.news-article100889681,http://trove.nla.gov.au/newspaper/page/10532884
100890961,City Chat.,350,"Nepean Times (Penrith, NSW : 1882 - 1962)",4,1886-07-17,Article,3581,N,0,"Bedlam turned loose on a big burst. These are the words which briefly, but truly, describe the parliamentary misdoings of the past week. All thoughts of getting",https://nla.gov.au/nla.news-article100890961,http://trove.nla.gov.au/newspaper/page/10541471
10099959,"The Mercury. HOBART, WEDNES., MAY 3, 1911. EPITOME OF NEWS.",10,"The Mercury (Hobart, Tas. : 1860 - 1954)",4,1911-05-03,Article,519,N,0,Newnham R.C. weights. Boy knocked down by tramcar. Evidence by Hobart merchant in che coal vend case at Sydney.,https://nla.gov.au/nla.news-article10099959,http://trove.nla.gov.au/newspaper/page/878229
101022109,"Very Latest Cables (Australian Cable Association Messages.) LONDON, Saturday.",423,"Leader (Orange, NSW : 1899 - 1945)",2,1920-11-29,Article,937,N,0,The Australian Press correspondent at Geneva says that as the nomination of the judges in the draft for the international Court was made by the,https://nla.gov.au/nla.news-article101022109,http://trove.nla.gov.au/newspaper/page/10774448
101098818,"ARRIVAL OF THE ENGLISH MAIL. MELBOURNE, Saturday.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1873-12-17,Article,1097,N,0,"THE R. M. S. Nubia, Captain Hall, arrived in the Bay at noon to-day, having left King George's Sound on the 8th, where she arrived the day previous. GENERAL SUMMARY.",https://nla.gov.au/nla.news-article101098818,http://trove.nla.gov.au/newspaper/page/9466230
101101805,"CABLE INTELLIGENCE. LONDON, August 2.",366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),3,1873-08-09,Article,580,N,0,"THE Bank of England rate of discount remains at 3½ per cent, Money is easier in the continental markets, and discounts are falling. Stocks are firmer. Debentures are quoted as follows:—New South",https://nla.gov.au/nla.news-article101101805,http://trove.nla.gov.au/newspaper/page/9466001
10115126,IMMIGRANTS FROM DENMARK. A SCHEME SUGGESTED,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",3,1911-09-23,Article,687,N,0,"The Minister for Lands has received a letter from Count Sponneck of Denmark, addressed from the Danish Consulate in Melbourne in regard to the",https://nla.gov.au/nla.news-article10115126,http://trove.nla.gov.au/newspaper/page/877538
101172730,HOW TO CATCH THE DANE.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),33,1913-03-21,Article,259,N,0,"The minister, controlling, immigration has hit upon a novel idea for advertising the resources of Victoria in Denmark. Some time ago he arranged with the",https://nla.gov.au/nla.news-article101172730,http://trove.nla.gov.au/newspaper/page/10897299
101175215,PERSONAL AND SOCIAL.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),30,1913-06-13,Article,3417,N,1,"Aid Byrne has resigned from the Cootamundra Council. The death is reported of Mr. John Potter, an old South Gundagai resident.",https://nla.gov.au/nla.news-article101175215,http://trove.nla.gov.au/newspaper/page/10897874
101175998,BRITISH AND FOREIGN.,436,The Albury Banner and Wodonga Express (NSW : 1871 - 1938),35,1913-07-04,Article,3787,N,0,"Catching a pony in a field, the eight-year-old son of a farmer named Wood, of Great Harrowden (Eng.) fastened the hempen halter round his wrist, when the",https://nla.gov.au/nla.news-article101175998,http://trove.nla.gov.au/newspaper/page/10898025
101432156,FEWER LANDING PERMITS FOR REFUGEES,431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),1,1947-01-28,Article,280,N,0,"Australia had stopped issuing landing permits on purely humanitarian grounds, the Minister for Immigration, Mr. Calwell, said on Thursday.",https://nla.gov.au/nla.news-article101432156,http://trove.nla.gov.au/newspaper/page/10970195
101471763,PRUSSIA—ITS HISTORY.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),4,1870-10-19,Article,4503,N,1,"A CORRESPONDENT has kindly furnished us with a brief history of Prussia, abridged by him from the Encyclopœdia Britannica, with an addition by himself. It may be of",https://nla.gov.au/nla.news-article101471763,http://trove.nla.gov.au/newspaper/page/9464200
101472968,THE BOROUGH COUNCIL.,366,The Goulburn Herald and Chronicle (NSW : 1864 - 1881),2,1870-06-15,Article,2437,N,0,"AN adjourned meeting of the council was held yesterday. Present, the mayor, and Aldermen Butler, Gale, White, Taylor, and Hawkins. The Mayor addressing the newly appointed",https://nla.gov.au/nla.news-article101472968,http://trove.nla.gov.au/newspaper/page/9463968
101752707,WORLD NEWS IN BRIEF  Soviet student,11,The Canberra Times (ACT : 1926 - 1995),5,1972-01-14,Article,656,N,0,"NEW YORK, Wednesday (AAP). — A Soviet exchange student, Mr Jvlerab Kurashvili, 36,",https://nla.gov.au/nla.news-article101752707,http://trove.nla.gov.au/newspaper/page/10453633
10175852,Advertising,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",2,1908-09-01,Advertising,14295,N,0,,https://nla.gov.au/nla.news-article10175852,http://trove.nla.gov.au/newspaper/page/354975
101760874,MULTUM IN PARVO.,390,"The Yarragon, Trafalgar and Moe Settlement News (Vic. : 1904 - 1920)",3,1907-07-25,Article,678,N,0,Attention! Don't forget Saturday night's Great performance.,https://nla.gov.au/nla.news-article101760874,http://trove.nla.gov.au/newspaper/page/10443420
101769615,"The News. N[?] temere, nee timide. PRINTED- AT- TRAFALGAR. AND PUBLISHED THURSDAY MORNINGS. THURSDAY, JUNE 7, 1906. NOTES AND COMMENTS.",390,"The Yarragon, Trafalgar and Moe Settlement News (Vic. : 1904 - 1920)",2,1906-06-07,Article,962,N,0,"[?] was generally anticipated, the Na[?]ean council has been ""knocked [?] in the appeal case Leviston v. the shire. Solicitor Wilkie and his",https://nla.gov.au/nla.news-article101769615,http://trove.nla.gov.au/newspaper/page/10444476
10179023,"STATE ELECTIONS. ""MINISTRY GOES AHEAD."" STATEMENT BY THE PREMIER. MR. MURRAY AT WARRNAMBOOL.",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",7,1908-12-14,Article,12345,N,1,"Writs to Issue........ To-day. Nominations........ Tuesday, Dec. 22. Polling Day...... Tuesday, Dec. 29. Writs Returnable..... Monday Jan. 4.",https://nla.gov.au/nla.news-article10179023,http://trove.nla.gov.au/newspaper/page/355440
101829246,"Telegraphic Intelligence. CABLE NEWS(From the Melbourne Dailies.) LONDON, JAN. 3.",413,Wagga Wagga Advertiser (NSW : 1875 - 1910),2,1893-01-07,Article,1404,N,0,"Much interest has been aroused in scientific circles in Spain, in connection with the fall of an aerolite of unprecedentedly large size, at Pozaldez, a town of Spain,",https://nla.gov.au/nla.news-article101829246,http://trove.nla.gov.au/newspaper/page/10653383
101898229,The Englishing of the World.,413,Wagga Wagga Advertiser (NSW : 1875 - 1910),4,1890-11-20,Article,700,N,0,"PROF. Schaff, of New York, devotes the first chapter of his ""Li[?]rature and Poetry"" to estimating the probabilities of English becoming the world language of the future. ""The",https://nla.gov.au/nla.news-article101898229,http://trove.nla.gov.au/newspaper/page/10664347
101914250,NEWS IN BRIEF.,413,Wagga Wagga Advertiser (NSW : 1875 - 1910),5,1879-05-31,Article,1927,N,0,"A new reef showing gold has been discovered at Black Range, near Albury, by a party of Victorian prospectors. The town of Prahran, a suburb of",https://nla.gov.au/nla.news-article101914250,http://trove.nla.gov.au/newspaper/page/10788778
101938086,IMMIGRATION IN QUEENSLAND. (From the Queenslander.),413,Wagga Wagga Advertiser (NSW : 1875 - 1910),1 S,1878-05-11,Article,578,N,0,"BESSARABIANS next. A shipload of them coming in a few months—thanks to Bishop Bugnion. All right. Come one, come all. We bid fair to",https://nla.gov.au/nla.news-article101938086,http://trove.nla.gov.au/newspaper/page/10649170
101940017,NEWS IN BRIEF.,413,Wagga Wagga Advertiser (NSW : 1875 - 1910),4,1878-11-06,Article,1323,N,1,"The body of a female infant was found on Sunday in a waterhole at Redfern, Sydney. Mr. Spencer, the United States Consul, arrived at Molbourne on Friday last.",https://nla.gov.au/nla.news-article101940017,http://trove.nla.gov.au/newspaper/page/10649445
102003416,Advertising,11,The Canberra Times (ACT : 1926 - 1995),20,1972-09-09,Advertising,36670,N,0,,https://nla.gov.au/nla.news-article102003416,http://trove.nla.gov.au/newspaper/page/11016079
102010816,"The Canberra Times Friday, October 27, 1972 MORE POWER FOR THE N.T.",11,The Canberra Times (ACT : 1926 - 1995),2,1972-10-27,Article,927,N,0,GRANTED the bias of the Country Party for giving preferential treatment to areas and people upon which its continuance in power depends there is still some encouragement for the people of the Australian,https://nla.gov.au/nla.news-article102010816,http://trove.nla.gov.au/newspaper/page/11017258
102018357,Little Germany in SA's hills,11,The Canberra Times (ACT : 1926 - 1995),24,1988-10-30,Article,565,N,1,"HIDDEN in a beautiful valley amid the forest-clad Adelaide Hills, just 30km from the South Australian capital, is one of Australia's most extraordinary country towns.",https://nla.gov.au/nla.news-article102018357,http://trove.nla.gov.au/newspaper/page/11022498
102070140,"Dead or alive, Seoul accommodates visitors",11,The Canberra Times (ACT : 1926 - 1995),19,1988-09-12,Article,504,N,0,"SEOUL: If you are killed at the Seoul Olympics by terrorism, traffic or food poisoning, the organisers will pay $A17,453 in insurance compensation.",https://nla.gov.au/nla.news-article102070140,http://trove.nla.gov.au/newspaper/page/11017856
